!Sample_title	PRB12546 MixA	PRB12547 MixA	PRB12548 MixA	PRB12549 MixB	PRB12550 MixB	PRB12551 MixB	PRB12552 MixC	PRB12553 MixC	PRB12554 MixC	PRB12555 MixD	PRB12556 MixD	PRB12557 MixD
226342_at	21.355	115.299	51.205	153.798	46.477	66.475	347.253	371.685	389.736	209.991	206.214	253.551
226388_at	4.6	25.832	5.271	7.142	21.98	39.605	68.377	14.425	10.762	62.491	5.115	36.861
226423_at	2050.391	1709.297	1805.066	1483.235	1659.444	1547.204	2080.697	2014.119	2093.307	1832.906	1963.491	1917.134
226549_at	381.29	367.613	425.2	124.744	230.812	156.351	115.129	112.338	79.813	87.665	97.375	90.865
226625_at	394.58	392.926	379.258	327.211	323.611	281.826	627.616	638.095	622.764	486.485	562.412	548.528
226913_s_at	9.695	15.056	9.782	4.131	11.103	5.357	5.591	7.206	12.552	11.164	8.692	10.344
227006_at	2.985	2.065	2.969	2.761	5.13	2.673	5.264	2.997	5.578	3.323	3.032	5.751
227066_at	311.044	391.466	398.603	243.691	418.438	358.635	329.501	438.559	372.938	381.63	315.085	345.417
227193_at	494.22	515.355	392.091	605.977	558.614	530.394	341.503	410.299	358.544	398.198	424.988	391.552
227198_at	965.738	1078.439	1012.974	1858.266	1468.916	1517.096	1214.607	1293.624	1081.846	1317.722	1437.916	1258.245
227262_at	293.277	292.247	365.412	189.568	410.753	310.563	316.674	287.044	422.787	260.436	231.443	364.048
227307_at	100.167	38.996	35.622	149.88	43.976	45.55	39.48	38.1	58.172	201.851	39.629	45.553
227350_at	1746.101	2093.643	1952.025	2415.925	1780.95	2217.951	1843.149	2213.467	1965.404	1864.042	2113.547	1822.932
227449_at	2.236	25.238	4.097	27.626	4.7	44.139	17.803	5.239	9.959	13.491	9.356	1.632
227552_at	622.015	566.647	491.671	542.279	504.294	499.738	301.272	279.433	349.497	297.098	256.86	289.824
227614_at	27.869	38.151	33.776	15.412	5.687	49.323	36.574	18.093	18.472	8.213	11.284	13.946
227617_at	688.596	505.77	888.578	1100.698	182.577	548.947	161.038	386.416	176.611	635.698	965.541	981.891
227641_at	584.789	532.781	611.333	224.809	384.834	374.051	334.312	366.69	396.238	237.489	199.37	332.34
227823_at	70.731	87.292	50.956	22.081	36.24	18.45	25.914	40.121	35.521	16.387	50.933	148.331
227903_x_at	388.449	338.246	305.587	317.92	401.699	348.117	347.289	359.26	225.596	312.76	369.479	372.969
227915_at	17.077	24.649	16.967	306.285	175.652	304.03	565.47	481.162	481.439	311.456	413.428	283.606
227970_at	232.437	304.655	237.385	264.989	299.153	412.232	414.28	469.103	398.315	254.799	324.038	301.435
227984_at	73.078	103.089	130.056	34.104	26.996	86.227	5.62	22.747	109.504	14.647	32.763	79.915
228108_at	180.782	168.053	139.696	191.954	105.383	177.099	127.637	110.546	155.73	134.335	148.031	157.474
228231_at	379.502	327.847	175.641	344.702	518.398	391.625	232.424	305.861	246.674	350.326	275.64	279.062
228531_at	540.625	501.079	415.208	301.461	272.73	287.062	455.754	440.913	373.133	277.099	439.317	296.293
228577_x_at	211.776	185.058	181.66	194.326	199.694	219.951	147.275	248.495	204.094	216.043	187.087	164.358
228592_at	5845.506	5940.261	5805.768	13710.175	13941.354	14308.211	7022.013	7331.289	6075.926	9958.6	9430.075	9503.164
228599_at	963.85	943.317	858.194	2854.296	2323.628	2724.076	1154.403	1116.7	960.491	1574.109	1863.936	1547.668
228671_at	1054.115	1104.121	900.375	1044.806	1033.61	941.822	892.192	800.881	936.677	918.732	1028.834	938.674
228675_at	198.205	140.001	167.173	235.515	250.082	245.113	155.194	166.868	145.445	217.393	169.209	156.911
228948_at	18.155	15.12	27.666	18.187	10.977	18.359	22.97	8.182	18.076	16.669	7.441	26.67
229374_at	21.926	42.214	36.76	14.051	13.806	6.675	9.539	18.217	5.677	22.294	45.837	22.782
229435_at	3.514	2.692	3.862	4.328	24.767	3.867	3.971	2.693	10.352	4.703	3.576	4.733
229770_at	149.464	211.165	266.888	411.297	361.968	556.833	840.227	835.189	969.247	605.117	690.588	635.413
229893_at	284.777	101.158	179.099	104.541	158.346	173.904	155.699	124.197	204.911	123.766	132.571	132.883
229967_at	82.545	96.67	117.771	108.094	56.356	149.283	79.923	133.511	147.364	152.603	105.858	163.789
229973_at	853.167	806.75	791.793	2720.46	2419.523	2573.129	2252.678	2304.487	2498.102	1592.955	1749.745	1810.219
230036_at	261.953	243.598	258.277	235.361	244.406	220.676	276.37	319.312	256.271	280.081	257.539	316.214
230218_at	64.197	118.637	201.089	415.738	556.562	387.567	634.148	686.125	884.034	459.01	499.781	509.297
230245_s_at	218.841	295.256	326.781	415.09	462.332	384.158	334.489	238.978	221.529	397.285	366.315	398.227
230304_at	247.923	315.618	251.807	314.435	214.765	163.805	320.355	278.98	296.018	236.519	303.946	288.675
230385_at	83.188	107.705	82.34	90.672	48.998	51.509	45.88	33.976	141.603	96.916	71.043	43.55
230464_at	91.361	29.472	22.519	35.859	24.08	117.758	106.711	26.957	127.145	175.479	82.049	29.948
230645_at	173.139	173.26	191.616	121.072	115.33	129.591	207.324	200.855	208.787	160.225	201.875	289.531
230648_at	276.826	317.309	275.874	361.865	378.878	305.655	361.756	150.797	162.874	311.584	297.935	233.108
230877_at	41.434	83.35	54.427	215.316	133.831	122.524	203.133	180.274	80.895	34.616	157.62	31.619
230926_s_at	89.764	57.656	80.615	113.768	70.151	110.601	179.095	22.74	135.356	104.989	107.002	39.405
230983_at	294.294	234.675	285.033	356.622	308.466	297.32	286.002	229.716	333.517	262.004	206.938	252.109
231794_at	41.78	82.947	56.202	46.951	88.986	58.349	37.778	61.113	13.546	23.82	58.705	79.562
231798_at	186.485	144.72	249.05	156.685	115.816	106.223	10.264	22.399	87.585	12.422	52.418	9.623
232127_at	110.861	116.653	126.742	106.705	77.256	53.312	77.941	118.447	62.502	108.914	112.297	46.381
232165_at	29.649	5.061	14.763	5.769	4.263	6.78	17.034	4.848	5.423	9.136	6.023	13.013
232286_at	165.418	80.648	26.58	128.766	172.291	164.67	87.526	130.092	139.026	237.105	88.351	193.498
232584_at	113.738	136.406	49.082	150.444	29.618	203.607	50.929	138.681	165.374	32.193	84.387	102.468
232629_at	102.205	154.078	101.683	110.276	136.571	129.277	326.889	287.882	221.691	143.208	215.859	160.07
233127_at	33.569	54.857	13.059	21.767	15.877	16.158	42.414	16.626	6.587	7.958	11.952	71.077
233743_x_at	8.189	4.767	5.816	4.226	9.827	4.81	6.073	7.075	15.306	6.986	5.235	14.494
233857_s_at	275.459	214.22	264.305	337.021	384.948	369.743	713.629	671.81	930.331	516.258	456.534	495.866
233969_at	3.872	3.608	4.366	6.002	7.388	8.48	5.444	4.062	10.045	5.942	4.102	13.795
234284_at	7.672	6.641	14.182	5.609	4.88	11.06	5.726	6.667	9.35	19.335	6.286	9.888
234362_s_at	67.081	63.844	117.788	57.999	94.356	118.598	99.876	69.097	33.61	108.512	92.656	166.44
234398_at	16.031	12.375	8.677	2.908	9.27	12.068	17.726	19.519	9.263	41.823	11.833	21.317
234408_at	20.504	76.059	96.63	13.899	42.957	24.611	11.154	16.299	54.642	63.207	45.893	11.64
234419_x_at	70.084	19.88	19.607	15.86	82.297	26.122	39.87	16.635	11.08	15.808	41.979	27.453
234427_at	7.363	15.033	5.555	4.002	3.183	2.616	12.914	3.842	6.652	7.42	8.04	8.338
234644_x_at	10.805	30.19	86.43	22.083	106.071	23.819	63.173	22.75	17.002	21.831	66.182	17.036
234792_x_at	19.459	14.603	14.41	15.316	11.804	16.384	9.727	23.404	12.242	19.451	14.69	13.753
234967_at	4.125	8.646	26.861	4.926	4.3	11.492	3.449	8.286	12.492	74	5.734	8.525
235142_at	503.616	576.085	549.199	712.529	579.913	727.023	529.939	529.426	631.516	514.323	630.021	751.571
235150_at	738.073	768.025	717.848	448.871	494.975	429.339	519.803	608.718	814.948	669.534	689.422	727.417
235213_at	156.397	152.191	164.938	133.755	183.81	98.674	138.235	178.324	173.716	145.008	166.179	232.145
235238_at	21.347	125.763	12.349	30.395	14.816	22.985	13.389	12.871	12.827	43.219	7.803	13.798
235278_at	59.021	40.985	20.926	104.007	18.207	14.761	38.25	102.192	21.969	37.672	5.235	81.834
235401_s_at	954.135	1049.153	1146.569	3220.57	2388.483	2725.384	922.425	1025.685	913.085	1722.033	2101.463	1702.258
235460_at	134.834	79.99	144.896	181.984	187.477	140.643	70.211	155.218	184.588	308.791	181.072	185.378
235616_at	13.24	31.362	87.876	43.746	65.643	24.569	8.067	15.767	41.4	31.211	13.62	28.152
235643_at	33.353	20.964	94.371	61.936	8.072	44.377	33.141	76.508	46.82	85.626	55.767	53.606
235739_at	85.009	118.3	98.745	82.84	108.801	162.547	140.45	164.043	172.039	85.803	125.93	195.743
235751_s_at	10.171	6.183	4.835	5.702	30.142	6.623	13.003	4.009	6.951	9.452	3.317	7.895
236156_at	6.201	7.805	9.216	5.615	8.122	6.53	6.422	6.642	11.39	11.362	5.285	13.281
236191_at	272.08	289.379	390.218	591.353	567.811	509.053	361.183	275.197	336.97	564.987	370.617	539.887
236341_at	18.706	45.721	16.447	44.831	70.582	42.594	63.913	34.315	43.983	57.283	52.047	67.073
236646_at	15.335	31.919	3.178	39.552	31.074	28.672	5.175	40.997	31.384	6.063	32.192	7.067
236820_at	25.51	28.438	24.255	10.188	60.985	26.593	12.269	22.499	28.447	22.026	32.471	21.507
236907_at	418.895	558.894	442.092	723.159	617.031	661.554	829.055	704.447	602.985	663.021	782.292	702.294
236935_at	193.322	111.982	105.422	151.298	130.65	164.172	75.716	130.523	86.646	162.849	97.988	116.566
237154_at	174.694	157.779	259.031	127.026	151.599	160.029	162.245	86.169	196.97	176.196	110.797	199.805
237731_at	16.621	8.861	14.79	15.308	11.811	10.104	9.717	10.979	12.769	11.461	13.96	17.733
239292_at	43.116	39.513	36.467	185.925	141.3	111.102	9.616	56.262	37.493	95.509	116.781	50.115
239655_at	72.616	76.885	79.045	105.66	84.044	81.633	65.985	69.505	62.865	56.469	84.601	121.02
240452_at	173.95	174.636	221.178	265.312	181.537	257.124	157.109	204.336	181.803	225.031	212.26	246.856
241483_at	43.961	8.857	2.032	3.39	36.281	5.888	16.944	16.71	25.033	30.314	24.465	29.91
241682_at	740.136	675.731	887.809	751.101	786.879	674.048	898.218	877.089	1044.969	629.275	780.872	708.608
241871_at	340.588	374.163	333.749	438.996	476.92	445.202	682.258	617.068	617.308	399.896	410.263	479.85
242468_at	19.264	66.048	30.417	29.519	36.233	66.041	58.097	32.625	45.184	53.898	19.897	74.586
242628_at	27.22	12.37	52.776	12.139	15.132	63.52	10.663	30.393	51.076	34.342	9.196	50.704
242890_at	519.547	560.343	467.306	658.178	708.32	652.925	762.985	641.918	684.301	629.54	718.132	717.469
242904_x_at	9.928	31.482	10.573	32.3	4.79	14.796	70.068	21.556	9.704	11.481	38.02	11.835
243052_at	175.993	81.563	146.64	89.87	32.795	75.487	148.598	80.08	278.013	94.974	62.985	135.254
243110_x_at	157.224	157.66	123.913	8.9	4.231	3.493	1.855	2.69	2.476	3.278	1.857	3.376
243780_at	1214.338	1397.064	1242.213	3075.915	2698.74	2826.944	1907.861	1828.65	1690.776	2030.429	2133.921	1709.628
243940_at	37.533	30.216	27.928	31.55	21.682	30.607	16.911	35.343	7.602	40.633	5.488	45.992
243951_at	52.228	102.117	17.459	96.03	38.737	126.166	122.662	147.545	118.906	63.13	73.691	124.179
243968_x_at	71.627	102.939	101.626	127.106	129.515	71.267	56.111	55.604	110.157	77.381	114.383	108.89
38487_at	140.689	88.074	127.715	63.122	161.838	73.001	119.789	64.168	59.429	60.645	120.969	120.151
38521_at	1465.863	1757.79	1817.946	2678.558	2499.621	2506.928	1887.801	1915.591	2846.561	1962.227	1808.845	2048.254
39318_at	1743.144	1751.87	2019.464	4133.296	4705.802	3882.734	1399.708	1231.177	1339.491	2924.195	2770.648	2726.824
44696_at	854.009	833.815	993.865	618.214	695.886	791.023	808.206	828.361	932.521	844.854	578.903	830.092
1007_s_at	401.809	454.501	513.2	683.285	825.106	749.519	348.58	433.321	532.287	661.895	720.392	565.831
1053_at	1404.912	1790.108	1722.92	1236.167	1700.01	1704.354	1641.421	1928.158	2187.069	1777.287	1504.694	1914.458
117_at	203.419	176.443	201.319	263.729	210.419	290.997	270.642	245.97	211.004	340.558	164.801	236.338
121_at	1475.758	1578.681	1828.279	1798.584	2134.52	2208.248	1575.585	1769.711	2208.058	1871.711	1752.195	1881.849
1255_g_at	36.289	52.799	16.25	49.011	29.913	43.32	42.732	6.068	10.91	7.323	47.361	43.925
1294_at	672.448	654.601	889.109	523.07	666.301	617.048	740.72	804.959	842.133	739.262	597.881	767.301
1316_at	113.204	110.539	136.8	67.797	137.545	112.498	129.158	110.51	122.73	94.684	117.456	61.348
1320_at	18.925	10.57	15.556	21.622	18.373	20.826	12.727	17.884	23.891	19.186	22.912	28.609
1405_i_at	1236.036	1117.925	928.311	1918.194	2066.482	2204.778	3844.959	2943.15	3080.684	1886.145	1916.677	1897.447
1431_at	124.228	87.867	98.344	194.651	239.734	178.571	80.346	79.183	83.817	126.564	128.425	98.95
1438_at	103.741	113.265	29.646	101.387	104.844	96.927	133.481	54.107	92.813	78.737	100.448	75.501
1487_at	1309.89	1292.843	1225.4	1583.96	1522.984	1494.764	1232.11	1465.214	1254.055	1307.988	1523.325	1390.125
1494_f_at	151.661	183.971	222.089	249.415	225.685	252.087	241.715	144.915	255.407	268.83	202.54	281.169
1552256_a_at	4404.674	4124.061	4746.811	4639.567	5281.753	4701.585	5324.11	4755.422	5401.617	5608.054	4886.867	5360.387
1552257_a_at	3205.928	3227.019	3754.944	4001.635	3940.506	4318.931	3670.065	3793.833	4044.027	3753.485	3393.003	4051.773
1552258_at	226.156	152.448	179.394	223.644	102.038	157.671	196.391	157.07	139.437	157.245	144.121	220.937
1552261_at	122.594	77.032	9.804	90.196	55.612	59.95	32.43	138.052	81.864	130.42	74.672	48.045
1552263_at	765.645	1051.101	1008.46	797.095	454.442	624.821	984.252	770.05	855.266	656.629	950.55	772.512
1552264_a_at	1317.996	1333.028	1432.511	1026.534	990.689	860.074	1055.775	1223.602	1072.048	1148.819	1036.169	1047.057
1552266_at	110.968	94.38	52.931	6.085	23.333	144.742	108.597	110.919	140.727	23.496	53.991	5.682
1552269_at	11.324	10.83	5.705	7.884	5.116	8.932	8.765	15.4	4.462	8.202	5.862	13.72
1552271_at	39.809	37.843	21	20.733	20.433	21.351	34.533	21.039	39.517	42.354	38.102	40.927
1552272_a_at	292.582	324.852	256.842	220.34	261.976	209.191	323.809	269.993	208.465	225.834	141.095	222.478
1552274_at	1933.073	1635.063	1702.026	1510.845	1304.27	1660.336	1388.651	1341.016	1252.927	1572.055	1620.115	1400.514
1552275_s_at	1712.656	1634.26	1678.295	1570.909	1465.415	1357.834	1215.496	1255.149	1367.999	1457.872	1493.7	1387.64
1552276_a_at	185.882	273.154	241.937	274.936	224.194	194.674	250.187	156.716	73.063	71.42	122.92	235.14
1552277_a_at	1115.199	1280.671	1243.065	1084.218	1048.911	1089.643	1120.221	1038.241	1440.403	1216.493	1117.678	1391.458
1552278_a_at	121.681	53.125	45.672	79.084	72.702	66.769	70.849	94.74	141.171	107.222	127.31	64.701
1552279_a_at	185.574	307.65	279.212	280.002	366.816	300.827	311.262	336.396	373.854	381.397	410.05	464.873
1552280_at	175.955	114.535	134.249	358.45	354.155	302.201	411.746	343.007	459.289	237.713	317.791	306.788
1552281_at	219.986	150.713	207.593	162.474	282.686	317.415	57.439	231.234	280.211	144.621	232.374	250.406
1552283_s_at	166.309	138.04	166.063	188.997	189.163	238.166	175.196	97.914	25.811	123.607	166.307	76.772
1552286_at	261.59	342.987	321.817	250.865	330.886	303.77	251.201	280.27	258.805	296.881	237.373	359.457
1552287_s_at	683.504	545.169	659.388	728.228	562.161	518.578	557.168	685.633	619.777	656.926	659.146	651.748
1552288_at	31.803	29.671	28.983	25.272	66.631	32.592	31.066	29.718	36.421	39.701	42.168	16.457
1552289_a_at	134.262	91.838	177.011	51.74	99.332	79.475	97.494	77.761	154.586	22.167	76.308	45.185
1552291_at	1106.797	1081.169	1146.716	1095.209	837.144	1086.389	1068.915	914.267	961.705	849.841	1166.197	831.469
1552293_at	20.672	49.457	56.265	28.7	21.125	22.782	20.811	35.328	23.572	35.645	36.297	28.339
1552295_a_at	917.24	952.067	910.402	660.327	911.552	827.863	935.15	869.24	965.203	970.128	681.525	847.632
1552296_at	5.507	6.203	5.573	10.212	9.174	11.397	8.583	8.41	9.146	9.979	9.711	11.631
1552299_at	27.698	36.088	168.283	150.145	87.615	36.349	153.303	123.003	147.321	55.373	117.782	39.201
1552301_a_at	213.872	202.567	194.114	248.444	209.418	189.836	181.196	168.909	259.056	284.91	249.22	179.655
1552302_at	97.751	133.355	58.3	180.549	101.46	110.632	132.964	110.345	61.502	122.398	159.121	143.413
1552303_a_at	197.045	202.1	240.262	233.272	173.438	187.807	227.969	255.329	219.156	246.294	203.094	213.991
1552304_at	123.854	70.585	89.176	163.897	139.225	152.068	195.437	191.453	107.271	113.597	172.665	119.194
1552306_at	279.903	264.609	232.919	242.095	285.911	246.707	300.05	317.072	291.352	240.913	241.209	204.313
1552307_a_at	324.32	354.355	356.373	328.954	416.973	359.727	532.609	530.14	575.132	468.705	516.791	406.111
1552309_a_at	76.971	83.554	92.669	98.546	57.873	93.264	142.468	151.945	210.144	120.859	89.573	151.906
1552310_at	813.3	838.853	872.542	957.119	913.002	742.484	924.136	932.558	764.818	956.385	886.875	774.89
1552311_a_at	110.4	152.378	131.579	130.854	33.151	116.592	37.052	39.446	119.451	20.298	40.784	35.335
1552312_a_at	365.252	349.936	328.375	340.432	259.276	330.624	307.206	279.105	287.937	399.597	267.703	324.748
1552314_a_at	205.434	119.717	123.411	134.241	112.317	142.157	138.73	100.645	116.777	105.85	124.819	160.164
1552315_at	189.517	164.031	170.264	93.211	112.108	82.044	95.391	87.397	106.329	83.183	79.437	69.967
1552316_a_at	358.092	317.33	275.692	165.111	122.086	167.661	111.317	126.655	115.644	82.707	90.198	120.862
1552318_at	227.987	159.936	117.76	74.454	52.735	113.61	36.452	13.964	35.569	15.639	12.618	53.875
1552319_a_at	169.668	40.608	149.273	134.96	161.739	222.037	137.368	165.618	128.128	175.702	42.746	51.073
1552320_a_at	84.633	50.599	58.808	7.389	62.341	25.48	10.363	8.961	58.298	51.416	37.416	3.596
1552321_a_at	5.138	7.265	7.399	8.842	15.738	5.103	4.882	4.891	8.003	11.552	9.318	18.238
1552322_at	42.839	11.586	6.836	6.458	46.818	60.151	57.909	38.87	75.265	57.974	8.242	55.457
1552323_s_at	119.039	95.276	92.573	92.349	20.203	102.559	144.054	81.334	61.97	110.91	83.553	43.613
1552325_at	70.04	26.264	7.817	22.536	72.472	38.825	3.602	6.746	5.756	61.524	40.304	20.571
1552326_a_at	157.54	21.798	131.188	14.44	20.391	15.964	19.584	75.633	26.4	80.758	59.507	64.777
1552327_at	10.268	10.68	11.252	71.807	19.446	7.217	21.701	4.805	6.814	10.269	21.295	13.933
1552329_at	254.139	276.368	227.445	273.405	239.832	252.771	236.475	234.993	202.195	260.537	265.157	182.249
1552330_at	569.248	550.956	547.92	357.824	425.387	351.558	483.774	490.316	422.865	488.707	488.256	583.977
1552332_at	58.487	73.668	53.123	90.663	56.588	76.329	66.863	99.466	68.993	100.009	85.426	27.194
1552334_at	172.403	173.494	178.144	177.021	174.878	149.941	189.921	233.558	160.222	238.339	219.913	151.529
1552335_at	218.553	135.908	265.966	131.248	44.293	54.092	244.386	155.55	193.591	197.845	89.874	277.092
1552337_s_at	8.442	8.369	19.168	16.479	15.159	31.338	12.697	51.641	24.534	15.39	30.213	49.759
1552338_at	7.387	5.771	6.074	4.674	4.487	4.037	3.316	4.646	9.329	8.972	6.486	6.787
1552340_at	26.042	30.594	6.9	10.024	11.697	40.177	19.085	18.156	36.919	29.497	14.171	13.963
1552343_s_at	141.81	186.695	132.389	135.459	160.297	174.773	113.796	105.388	107.843	137.907	125.414	152.676
1552344_s_at	852.027	923.289	888.905	656.392	774.972	699.696	706.103	641.747	750.665	668.17	798.487	839.608
1552347_at	426.615	399.148	421.447	525.943	437.97	502.921	377.037	389.626	385.619	383.639	505.945	429.937
1552348_at	109.853	193.878	263.198	194.05	44.982	162.917	48.85	221.041	391.802	90.855	131.422	377.727
1552349_a_at	38.743	59.693	68.858	88.313	85.645	128.737	88.514	63.09	20.952	15.881	57.118	131.251
1552354_at	19.678	13.463	22.894	5.787	30.592	17.577	17.999	22.777	22.747	25.834	20.876	23.84
1552355_s_at	21.3	16.385	16.112	12.793	33.922	18.355	22.27	22.437	42.232	16.465	18.359	39.194
1552359_at	33.633	48.222	41.526	39.517	21.203	44.665	33.185	38.773	58.696	69.095	25.033	59.806
1552360_a_at	305.946	311.528	253.206	177.845	211.766	211.825	296.745	312.439	307.686	306.866	255.306	262.033
1552362_a_at	255.291	189.807	257.78	199.892	257.401	214.468	276.222	261.564	318.119	227.902	254.485	211.476
1552364_s_at	167.796	171.969	89.635	84.277	147.786	114.908	126.423	125.229	147.294	60.688	124.705	86.766
1552365_at	157.578	199.317	173.702	107.996	77.005	125.468	126.287	153.981	169.739	211.816	173.608	217.058
1552367_a_at	16.158	57.463	21.167	29.534	7.433	12.244	13.932	34.393	8.129	14.54	49.293	16.471
1552368_at	38.31	47.092	53.074	39.313	10.454	89.431	50.624	63.338	9.922	26.63	4.38	57.624
1552370_at	330.605	326.081	380.628	279.497	312.735	251.635	206.82	200.706	353.051	280.631	308.603	250.209
1552372_at	16.653	9.304	7.134	40.131	0.71	3.161	33.395	21.069	1.403	22.175	9.853	9.263
1552373_s_at	9.498	39.967	34.155	12.748	34.605	43.928	3.209	2.99	4.133	42.672	24.122	5.105
1552375_at	96.177	125.118	92.927	91.512	82.487	75.584	72.603	14.447	86.88	93.048	140.066	36.539
1552377_s_at	357.145	491.445	306.336	315.913	486.091	392.229	345.881	397.377	315.162	345.372	337.257	424.585
1552378_s_at	66.583	117.584	100.816	124.064	34.41	43.472	149.398	138.967	85.818	167.07	59.085	20.804
1552379_at	1.43	0.775	19.937	17.033	62.075	1.887	9.777	4.335	12.404	3.196	33.765	2.488
1552381_at	34.994	48.387	31.561	37.308	45.129	38.741	36.24	9.611	41.046	28.102	53.548	31.988
