!Sample_title	PRB12534 Jurkat	PRB12535 Jurkat	PRB12536 Jurkat	PRB12537 IM-9	PRB12538 IM-9	PRB12539 IM-9	PRB12540 Raji	PRB12541 Raji	PRB12542 Raji	PRB12543 THP-1	PRB12544 THP-1	PRB12545 THP-1
226549_at	1032.146	904.611	894.816	63.57	69.976	76.201	125.805	69.937	72.926	90.773	31.656	68.04
226625_at	67.548	93.187	172.18	591.022	920.635	1021.578	70.713	134.005	90.763	640.414	572.733	649.026
226913_s_at	12.327	17.647	11.565	14.132	12.166	4.425	12.935	11.644	11.04	9.889	6.084	11.517
227006_at	5.067	1.725	4.864	4.175	5.791	9.285	1.679	1.94	6.498	2.25	2.42	20.891
227066_at	379.744	256.946	499.53	455.109	412.142	469.141	171.046	106.118	199.612	377.424	277.185	569.189
227193_at	824.439	674.488	676.594	645.153	409.127	443.94	753.961	652.897	723.991	214.42	143.121	109.413
227198_at	804.729	759.53	619.567	1452.573	1564.715	1387.307	2355.83	2541.213	2569.032	675.307	883.155	823.443
227262_at	300.199	208.095	477.645	602.706	514.637	428.462	215.807	130.683	239.828	170.655	220.027	214.099
227307_at	131.687	60.132	220.159	47.924	46.842	91.34	138.773	45.238	101.231	122.241	35.029	59.621
227350_at	2136.499	3225.286	2593.14	2051.34	2753.603	3055.591	1649.526	1521.563	2105.1	731.251	1100.699	805.975
227449_at	55.228	3.187	2.089	21.839	16.009	2.891	12.475	15.256	8.026	11.297	27.104	46.311
227552_at	1609.827	1401.705	1523.286	763.358	495.495	551.265	666.375	790.705	551.208	108.603	57.057	38.861
227614_at	32.657	17.099	22.409	11.71	26.153	15.51	18.673	16.13	14.332	36.667	12.836	90.348
227617_at	169.034	1128.757	1290.537	93.817	789.86	1135.259	1010.517	904.259	1551.485	349.442	101.038	96.574
227641_at	1235.678	1246.521	1139.064	633.432	348.767	416.273	173.136	168.707	103.593	169.757	120.663	140.218
227823_at	21.562	47.328	18.57	27.207	12.164	22.06	18.465	23.269	35.941	63.688	27.395	118.669
227903_x_at	421.229	390.689	403.092	249.117	338.71	384.282	743.381	1060.925	516.975	299.337	390.972	265.13
227915_at	20.372	10.975	16.421	762.639	1228.991	1149.709	27.356	9.68	10.116	22.896	27.285	37.305
227970_at	223.905	134.932	180.909	768.81	578.676	500.686	136.176	103.283	84.792	236.18	296.527	260.113
227984_at	119.588	167.325	221.926	55.677	29.106	74.244	42.484	71.391	53.164	82.504	37.556	19.162
228108_at	263.593	306.88	325.277	166.751	124.247	122.607	252.625	216.854	204.039	50.908	121.482	86.811
228231_at	154.57	213.205	219.618	234.881	181.868	332.819	444.355	577.285	508.93	314.196	254.733	335.375
228531_at	449.338	773.499	622.399	788.002	741.176	612.866	87.918	82.143	62.903	492.745	628.941	521.381
228577_x_at	294.751	230.302	179.48	120.22	234.059	234.034	257.506	239.942	234.526	186.062	209.864	197.049
228592_at	26.137	8.489	7.431	13784.282	7693.277	6239.607	20312.238	18940.641	18728.037	754.614	395.621	283.102
228599_at	102.647	28.904	102.065	2627.648	1329.704	1279.627	5268.068	3882.035	4716.017	175.533	87.234	52.195
228671_at	682.032	762.229	1088.091	396.159	783.45	825.438	1025.809	1176.958	1442.98	1111.995	1067.416	1033.272
228675_at	44.071	85.395	78.301	201.879	159.852	168.013	314.175	161.777	317.012	113.223	155.959	93.362
228948_at	18.724	10.152	10.18	14.313	7.269	11.181	11.555	21.385	18.105	28.437	21.249	8.383
229374_at	11.285	13.777	60.489	16.069	14.412	16.027	56.463	14.019	20.999	8.531	97.663	41.535
229435_at	2.219	3.292	2.039	4.332	10.81	1.777	2.727	5.324	2.727	5.891	20.305	3.472
229770_at	153.028	134.314	69.79	1691.648	1807.417	1974.929	76.837	37.797	24.071	302.069	47.663	158.956
229893_at	103.502	11.642	32.226	13.458	9.979	13.993	76.356	16.399	10.872	184.436	178.894	206.913
229967_at	177.341	155.198	221.56	22.454	74.266	116.833	102.06	85.063	77.79	100.309	65.507	118.447
229973_at	19.428	4.409	8.662	10908.523	5084.914	5275.419	21.796	2.627	4.965	621.001	4.094	320.207
230036_at	129.542	89.06	21.828	322.893	263.58	229.56	161.872	107.947	68.82	295.11	337.843	361.047
230218_at	133.294	73.379	127.348	1283.013	1116.044	1303.117	8.995	11.806	19.456	93.577	11.766	13.52
230245_s_at	3.365	55.867	16.998	122.226	44.888	10.514	1082.339	902.886	778.184	376.171	321.016	354.59
230304_at	240.151	273.722	294.221	334.349	387.166	365.037	256.145	228.802	311.764	225.818	310.715	313.194
230385_at	41.933	7.199	56.371	31.018	17.639	49.06	30.508	42.361	30.557	171.99	131.401	48.608
230464_at	17.195	13.865	22.078	4.808	26.066	23.154	15.65	22.616	31.236	103.589	141.354	125.856
230645_at	76.915	70.771	73.65	9.17	49.644	54.696	56.305	71.828	23.7	250.75	338.074	309.919
230648_at	97.862	154.203	123.692	257.195	131.91	202.449	821.924	911.573	521.067	564.378	330.332	441.531
230877_at	36.728	15.614	25.25	441.317	241.705	283.848	117.3	222.091	109.217	47.157	22.822	51.62
230926_s_at	169.844	153.19	132.14	174.014	110.187	203.864	158.004	137.317	79.128	73.533	118.987	130.311
230983_at	276.934	83.875	199.622	894.926	274.608	355.44	305.378	451.135	388.831	174.793	241.066	81.052
231794_at	97.017	16.789	14.186	53.063	106.12	55.684	122.791	63.097	95.359	83.21	95.061	67.151
231798_at	333.817	653.318	420.701	26.73	10.886	29.846	2.508	1.808	48.685	5.598	10.796	12.089
232127_at	144.277	144.281	174.108	78.845	155.904	81.238	51.404	60.403	47.983	77.804	136.507	95.274
232165_at	5.994	2.739	4.313	7.747	4.889	7.293	7.235	6.742	4.183	17.339	14.532	20.58
232286_at	132.545	13.305	122.131	73.655	169.747	198.996	25.983	299.551	105.879	146.551	28.183	118.682
232584_at	124.043	172.35	128.057	98.603	143.579	203.187	118.632	131.204	104.095	96.566	56.814	18.833
232629_at	408.97	254.838	292.363	536.952	620.866	552.201	3.752	27.225	5.627	91.822	7.434	16.944
233127_at	20.281	20.862	5.507	3.064	3.679	24.56	33.472	4.896	6.835	20.393	9.348	58.458
233743_x_at	12.058	9.643	8.387	7.473	6.013	3.751	5.726	5.014	6.566	6.47	4.188	10.688
233857_s_at	58.663	20.99	14.59	688.939	1078.507	1142.154	83.107	18.904	67.15	301.473	158.538	215.323
233969_at	4.024	3.12	6.685	3.757	5.03	4.119	4.074	3.455	3.317	5.335	9.497	3.894
234284_at	5.658	6.943	5.982	9.001	9.346	8.998	8.893	9.135	12.281	4.693	4.794	5.579
234362_s_at	82.681	45.911	128.891	104.457	46.219	71.662	36.731	54.708	72.926	21.173	50.608	65.614
234398_at	16.908	8.916	14.26	13.483	7.904	36.043	13.657	5.402	5.345	17.013	10.482	15.872
234408_at	69.325	15.192	8.02	14.305	13.684	6.388	19.933	77.03	10.409	7.914	17.163	26.312
234419_x_at	16.028	13.947	14.461	13.566	7.454	7.192	98.905	119.586	12.438	23.418	6.698	9.213
234427_at	6.52	4.836	13.894	5.028	8.51	3.065	3.952	3.839	2.309	7.022	2.923	3.167
234644_x_at	15.067	13.275	12.451	26.468	13.72	11.78	7.483	12.65	16.227	84.238	13.509	27.396
234792_x_at	19.809	99.229	11.633	38.958	58.54	32.465	12.34	10.955	39.638	17.069	37.069	12.276
234967_at	17.505	5.59	3.015	9.988	6.97	14.621	7.66	5.246	7.191	4.716	12.091	6.411
235142_at	748.357	826.565	683.946	834.997	726.695	743.316	636.295	612.753	565.286	366.37	312.265	345.471
235150_at	156.201	191.426	152.299	123.965	77.613	28.664	151.569	159.764	214.703	1335.728	1727.113	1418.949
235213_at	108.441	86.043	146.926	93.603	112.685	143.348	152.944	152.508	207.656	97.666	133.225	192.368
235238_at	206.685	235.217	201.543	10.957	10.585	11.091	10.944	24.811	21.887	21.039	15.175	10.45
235278_at	76.202	14.233	11.368	51.105	12.191	74.624	86.021	60.046	20.183	116.036	125.004	77
235401_s_at	34.201	11.733	18.949	1227.777	517.232	445.02	5769.416	4297.404	5582.37	3.999	101.25	32.443
235460_at	96.035	71.518	29.692	131.447	98.187	179.322	368.712	295.322	330.547	16.179	50.097	30.383
235616_at	44.704	54.002	9.856	88.167	57.2	15.224	64.243	21.102	47.696	6.08	36.329	24.315
235643_at	8.182	3.467	5.476	194.428	123.952	125.051	2.848	5.968	7.022	97.412	107.459	40.374
235739_at	161.842	69.476	71.213	96.864	144.876	82.286	67.412	184.689	171.782	114.458	73.29	92.806
235751_s_at	32.549	6.725	3.083	12.931	10.539	12.515	7.995	7.705	3.527	5.975	3.531	9.803
236156_at	16.75	4.216	7.299	32.294	13.268	49.111	7.351	12.187	15.994	19.993	8.219	11.875
236191_at	86.425	66.624	15.935	10.204	16.185	4.47	1104.426	907.336	1069.319	194.168	276.505	283.238
236341_at	8.253	72.471	23.13	8.105	8.156	61.387	11.803	54.904	49.206	5.589	3.355	63.388
236646_at	4.237	23.138	29.515	3.734	5.731	22.649	28.219	36.356	29.677	50.162	12.051	24.719
236820_at	19.573	16.539	10.257	8.309	8.907	28.796	24.448	30.117	23.675	9.406	25.961	21.205
236907_at	264.344	308.857	339.633	410.409	1059.624	1037.867	714.978	621.348	1016.7	443.453	483.629	571.328
236935_at	198.208	169.146	202.985	114.672	122.703	131.311	166.512	191.994	116.255	113.089	96.822	111.568
237154_at	260	104.183	145.588	30.161	121.969	171.475	44.718	48.855	124.689	296.027	214.131	161.839
237731_at	11.58	7.852	10.807	10.26	11.951	15.12	9.102	9.253	6.627	27.213	9.785	11.305
239292_at	8.314	5.742	11.388	7.788	5.509	7.527	202.191	290.697	220.858	3.759	16.472	4.777
239655_at	47.932	116.763	115.113	48.837	81.5	71.438	152.074	162.651	175.282	50.603	39.358	52.26
240452_at	208.718	329.505	345.201	194.842	250.685	284.631	210.492	220.591	245.997	148.754	125.034	172.14
241483_at	40.208	9.214	35.812	31.129	16.574	39.413	23.14	4.261	4.603	45.309	26.869	26.731
241682_at	1352.079	1546.109	1751.077	1272.814	1394.202	1126.64	792.319	780.072	844.023	466.678	462.962	428.839
241871_at	882.485	675.599	731.722	1796.393	1494.946	1440.49	3.312	10.536	4.822	146.785	90.416	115.871
242468_at	33.847	28.006	19.489	47.659	6.065	34.771	23.68	44.544	12.021	61.133	8.375	61.005
242628_at	7.656	52.902	45.185	49.148	45.831	48.628	4.657	34.561	11.229	3.198	32.447	82.325
242890_at	563.531	946.983	884.524	781.49	1312.118	1146.649	382.553	533.101	640.825	278.784	353.886	387.327
242904_x_at	19.297	10.951	9.435	46.198	35.95	13.574	5.239	5.705	18.955	5.771	18.629	33.195
243052_at	155.07	106.59	146.402	223.353	118.506	215.559	109.394	52.084	42.676	47.85	81.36	122.833
243110_x_at	891.629	479.383	666.012	1.717	5.244	2.198	2.239	2.175	1.987	8.631	1.945	2.476
243780_at	270.718	303.383	297.198	5649.478	2896.207	3014.145	6025.458	5406.409	4428.11	299.027	131.483	75.359
243940_at	3.943	36.524	31.15	27.264	20.22	19.164	4.083	6.816	17.349	16.753	4.185	3.546
243951_at	18.084	85.824	70.617	211.079	271.486	278.993	61.237	51.282	44.996	50.016	31.436	52.784
243968_x_at	10.58	30.249	50.412	13.587	6.929	49.005	119.325	106.076	146.548	32.014	8.852	55.671
38487_at	138.083	54.84	48.426	43.889	20.522	33.605	26.272	119.248	24.367	209.054	138.512	81.126
38521_at	291.807	312.585	437.188	7820.596	4298.885	4350.249	6522.509	5891.574	3537.352	752.75	398.187	539.064
39318_at	139.398	55.635	102.923	86.364	83.017	122.856	11396.703	12604.199	9039.618	19.335	240.775	123.989
44696_at	574.532	487.001	725.209	422.521	596.99	539.11	534.703	557.637	598.548	1209.49	1109.455	1144.399
1007_s_at	467.497	285.915	271.789	422.933	275.588	318.546	1310.795	1671.77	1349.464	260.005	178.772	190.054
1053_at	2104.464	1913.695	1974.465	2428.428	2232.343	2470.156	831.009	713.614	1164.667	1658.769	1290.185	1516.727
117_at	189.528	110.972	160.2	432.932	261.238	280.899	184.187	178.548	158.211	216.398	202.34	187.029
121_at	1753.889	1291.766	1885.517	1561.437	1534.517	1540.394	1666.894	1625.36	1860.036	1975.209	1423.538	1748.505
1255_g_at	19.085	12.05	60.76	15.171	56.276	16.242	45.3	55.81	49.121	30.585	39.566	25.296
1294_at	192.481	154.109	177.484	834.468	456.606	476.792	237.463	280.327	170.649	1307.262	905.432	1012.386
1316_at	103.615	107.866	87.683	69.714	66.984	59.192	97.665	43.95	83.112	104.709	107.779	70.616
1320_at	17.008	7.448	11.441	12.176	14.872	12.338	5.612	7.134	11.386	9.943	25.67	14.952
1405_i_at	4.676	4.138	16.367	10321.895	7628.977	6825.346	42.629	11.586	58.914	1427.337	963.267	972.692
1431_at	81.295	45.723	87.891	56.661	48.466	55.929	691.298	822.12	453.514	37.85	56.079	95.821
1438_at	50.973	17.79	82.955	81.648	23.917	77.656	84.797	22.552	85.24	126.103	127.869	139.325
1487_at	806.141	741.423	635.083	1214.797	983.911	1113.466	2809.97	2374.227	2593.281	907.299	1026.271	1086.556
1494_f_at	200.088	101.709	160.51	188.945	155.231	197.005	231.021	195.934	146.072	257.938	175.383	209.855
1552256_a_at	1843.01	1740.743	2097.875	5169.404	5055.133	5633.619	5011.71	5644.518	4301.666	5329.235	5676.362	5343.776
1552257_a_at	2981.451	3272.702	3726.696	3503.94	4210.978	4438.366	3494.747	3731.505	4102.436	3032.473	2775.533	3103.66
1552258_at	130.113	26.955	137.176	146.037	122.758	141.447	139.099	102.172	191.294	209.709	271.872	197.62
1552261_at	111.633	78.651	108.701	90.964	110.87	108.667	119.806	33.516	164.36	150.671	111.159	74.733
1552263_at	609.325	999.573	642.919	731.361	540.889	631.442	360.72	254.95	523.502	937.562	1469.299	1004.348
1552264_a_at	1323.554	1274.406	1525.099	926.047	985.073	1025.556	735.979	763.479	735.528	1716.498	1888.463	1460.863
1552266_at	131.175	48.156	140.036	86.242	21.576	27.057	9.46	38.994	59.919	107.742	79.148	59.308
1552269_at	12.959	4.27	3.583	7.877	6.17	5.477	3.462	4.263	3.559	37.507	7.896	10.51
1552271_at	209.917	296.103	179.229	15.241	49.896	17.765	22.17	17.057	23.313	36.202	29.552	37.393
1552272_a_at	627.24	542.977	679.487	140.645	327.527	338.629	140.718	139.119	127.873	200.637	133.592	186.276
1552274_at	1114.279	815.315	676.414	609.491	451.085	436.166	1633.033	1635.394	1916.482	1704.285	2070.472	1818.71
1552275_s_at	1505.341	816.148	771.252	857.05	375.586	365.663	2021.932	1940.642	1690.053	2266.131	2632.295	2647.497
1552276_a_at	117.162	163.388	61.678	27.642	204.596	42.432	226.981	91.86	52.94	64.758	132.295	225.125
1552277_a_at	1315.913	1310.327	1165.179	1048.3	1015.412	1123.151	927.856	948.381	913.833	1015.971	1207.858	1211.855
1552278_a_at	42.999	68.735	72.424	47.992	107.802	99.132	25.716	42.332	43.303	44.081	106.85	154.178
1552279_a_at	327.06	238.367	308.984	213.481	303.913	345.979	205.772	151.031	266.13	433.255	311.07	438.26
1552280_at	46.024	67.186	32.804	740.54	426.389	456.44	95.216	32.715	70.365	113.084	21.6	115.749
1552281_at	89.972	198.812	308.939	270.828	148.365	172.687	99.654	256.088	214.022	396.723	126.883	240.896
1552283_s_at	163.036	293.767	279.18	166.345	108.956	24.73	157.127	119.491	312.929	96.346	151.79	224.504
1552286_at	325.338	350.598	206.93	420.317	192.316	252.058	216.689	229.533	241.375	342.488	314.922	311.627
1552287_s_at	737.641	940.231	618.937	456.525	683.159	840.332	529.321	463.926	827.492	456.334	465.207	592.666
1552288_at	16.083	19.802	9.677	24.072	57.98	32.808	14.63	15.161	91.074	42.744	17.84	18.731
1552289_a_at	119.784	64.06	126.461	93.84	21.268	22.245	10.86	25.948	23.824	171.83	76.91	32.663
1552291_at	982.497	1391.877	938.022	1046.559	992.253	1049.482	947.825	758.577	826.523	641.637	823.949	652.932
1552293_at	33.738	17.937	38.123	30.875	41.476	28.073	32.975	32.157	24.515	40.177	28.799	28.153
1552295_a_at	1318.574	904.435	1185.236	706.883	691.254	787.166	711.167	792.517	539.617	1136.602	940.962	1027.307
1552296_at	6.498	11.505	7.41	14.176	6.642	10.273	4.836	17.079	11.301	6.75	7.066	8.632
1552299_at	286.588	203.527	195.486	75.22	120.694	163.511	183.292	104.587	156.88	44.156	129.076	170.343
1552301_a_at	251.281	198.335	205.553	217.71	188.658	170.057	232.043	130.446	244.25	297.279	313.617	273.892
1552302_at	84.95	77.828	114.639	240.576	198.518	228.476	24.08	69.119	140.023	38.219	98.409	102.702
1552303_a_at	202.99	213.068	162.373	393.94	364.951	370.763	176.918	184.277	159.252	211.715	283.456	264.819
1552304_at	220.412	193.24	119.141	61.073	162.687	201.686	80.277	118.574	188.221	124.06	127.963	97.232
1552306_at	297.645	358.229	331.307	335.84	427.602	288.49	144.053	191.326	239.042	146.976	302.03	170.79
1552307_a_at	219.409	293.682	219.107	559.369	756.908	603.093	116.902	228.531	154.476	562.656	505.285	585.777
1552309_a_at	103.473	23.852	52.528	115.76	185.641	194.458	18.538	4.812	3.082	163.764	141.285	103.264
1552310_at	1201.558	1432.412	1109.53	1451.581	1466.549	1476.324	1138.156	910.313	1042.365	573.113	673.216	541.171
1552311_a_at	35.819	104.957	45.82	54.672	122.693	76.12	89.365	45.505	184.625	134.51	51.101	23.653
1552312_a_at	462.888	455.174	509.178	339.659	320.495	402.615	368.952	379.553	422.339	372.002	224.679	296.36
1552314_a_at	137.912	111.88	98.189	160.209	127.207	163.652	170.14	257.783	292.189	99.372	109.707	81.897
1552315_at	282.628	358.29	210.454	35.734	100.261	19.915	80.482	24.858	12.394	111.386	179.858	145.826
1552316_a_at	509.134	531.006	612.564	126.61	64.492	60.957	6.574	10.246	8.336	192.45	166.086	159.234
1552318_at	290.523	486.73	311.542	86.651	19.01	90.664	39.49	13.292	6.814	49.562	66.51	11.8
1552319_a_at	51.38	111.28	144.055	42.351	134.221	232.479	46.287	45.426	161.882	183.616	233.224	55.889
1552320_a_at	72.65	37.787	21.366	24.009	25.376	13.755	18.494	3.302	22.311	46.37	4.696	14.88
1552321_a_at	21.974	9.608	38.137	9.581	12.593	4.188	11.59	8.547	13.427	9.213	4.792	5.595
1552322_at	66.812	25.699	19.234	45.178	29.13	60.695	39.066	28.003	48.393	44.201	44.028	59.282
1552323_s_at	102.476	54.98	56.089	163.375	103.911	84.432	84.787	108.699	123.781	99.467	113.952	117.636
1552325_at	7.316	7.533	60.868	48.751	10.6	54.253	70.221	5.495	9.6	15.731	34.777	38.027
1552326_a_at	208.126	97.542	157.165	23.062	11.442	22.721	17.12	19.406	17.55	80.835	14.32	8.682
1552327_at	9.991	57.702	5.693	5.114	20.37	40.101	8.097	31.233	4.093	18.781	8.838	12.138
1552329_at	355.526	413.156	317.205	273.935	273.383	291.618	281.768	186.972	263.693	146.836	161.901	166.087
1552330_at	525.977	434.907	408.865	303.31	299.779	326.717	386.151	404.796	357.257	655.19	637.588	602.7
1552332_at	100.448	169.943	234.999	82.77	234.621	230.577	36.174	47.046	75.94	139.823	101.058	67.819
1552334_at	217.437	159.624	263.161	142.649	120.099	147.107	154.502	99.091	172.474	223.923	253.713	290.964
1552335_at	68.964	101.036	162.038	34.618	34.876	35.915	20.149	20.648	179.331	477.199	463.737	443.2
1552337_s_at	7.624	7.446	33.761	14.355	11.135	29.205	66.245	9.017	5.772	17.037	8.017	7.022
1552338_at	22.542	33.97	10.881	4.025	6.624	4.264	3.862	6.255	3.791	6.333	6.33	6.329
1552340_at	42.791	16.515	16.341	19.701	39.477	9.273	12.853	30.149	10.151	15.823	37.46	22.58
1552343_s_at	140.273	114.655	57.611	122.888	116.49	139.259	187.148	141.251	181.915	103.412	165.679	169.584
1552344_s_at	721.745	975.331	949.731	420.014	486.407	575.034	669.853	623.113	751.093	767.45	1043.983	1021.222
1552347_at	484.385	520.632	463.115	403.22	363.371	396.876	445.353	455.498	553.94	419.707	432.754	441.352
1552348_at	148.847	22.16	50.779	39.628	144.856	137.868	474.166	40.565	25.665	210.719	149.851	261.13
1552349_a_at	97.708	87.999	52.686	72.552	52.164	65.264	29.767	79.626	36.325	74.117	73.499	91.513
1552354_at	46.233	5.542	17.524	4.569	10.062	5.167	8.812	8.732	5.693	19.576	22.865	19.094
1552355_s_at	25.918	8.799	24.962	13.662	16.055	13.802	10.346	21.833	11.799	28.883	19.308	27.148
1552359_at	40.71	24.465	69.116	60.748	12.14	19.147	5.847	84.139	67.673	91.116	37.639	90.741
1552360_a_at	314.016	240.787	242.684	253.94	222.377	286.55	91.59	5.145	34.955	337.229	505.143	358.598
1552362_a_at	401.042	338.57	459.327	195.286	290.811	256.231	192.759	209.088	254.549	254.914	168.488	218.556
1552364_s_at	250.94	243.877	184.216	121.415	158.87	111.321	210.696	258.897	160.373	71.755	62.535	164.666
1552365_at	4.015	3.055	3.787	56.093	29.908	54.9	4.432	3.015	1.063	266.682	313.502	273.713
1552367_a_at	4.465	3.666	3.234	4.084	6.683	67.359	2.612	3.657	5.128	90.556	105.391	94.334
1552368_at	46.245	39.969	99.561	66.103	10.481	62.583	44.055	47.495	20.42	53.863	5.57	26.455
1552370_at	581.074	455.69	481.608	469.639	265.128	291.157	227.644	215.432	172.689	294.783	295.787	344.123
1552372_at	39.605	13.102	1.736	21.44	13.541	1.196	16.61	54.695	18.223	23.018	27.831	31.748
1552373_s_at	71.513	49.776	2.737	23.062	16.779	5.56	1.653	8.802	28.027	1.688	16.762	26.982
1552375_at	18.156	67.141	56.99	116.532	51.272	90.56	102.305	62.665	69.171	36.71	114.186	58.759
1552377_s_at	400.526	266.616	334.491	49.356	173.958	207.148	139.879	202.502	329.762	416.598	286.723	380.919
1552378_s_at	85.937	108.097	124.286	178.84	163.565	81.78	86.503	77.767	145.853	62.531	129.763	107.595
1552379_at	4.371	10.067	1.135	5.817	19.534	1.155	39.437	6.266	6.268	55.238	4.62	8.37
1552381_at	7.061	26.403	31.854	9.182	38.375	4.86	22.454	7.293	9.533	6.844	102.152	72.496
1552383_at	70.167	155.25	62.801	308.844	230.859	212.84	156.415	125.626	201.337	57.028	233.351	190.846
1552384_a_at	18.046	20.282	57.557	75.001	127.43	55.775	77.092	133.359	28.678	123.074	83.751	78.786
1552386_at	48.785	45.954	5.555	46.044	23.783	43.575	121.468	73.853	192.121	2039.959	2161.343	2116.84
1552388_at	90.997	150.599	54.743	37.18	120.73	49.144	60.511	32.091	28.941	277.555	366.759	348.571
1552389_at	201.486	181.051	154.173	22.331	11.485	41.893	60.625	21.458	17.611	60.74	11.748	15.02
1552390_a_at	522.239	454.044	360.513	10.372	8.654	28.297	7.608	6.165	11.872	6.422	46.199	10.154
1552391_at	100.8	83.712	79.039	134.117	131.494	128.475	46.895	130.115	83.43	78.959	94.7	120.33
1552393_at	25.148	16.803	65.821	4.437	40.735	45.303	41.182	26.649	28.932	5.382	20.607	6.315
